Latitude,Longitude,Filename,Path
26.3511,74.5536,ajmer_tile_26.351100_74.553600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.553600.jpg
26.3511,74.5548,ajmer_tile_26.351100_74.554800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.554800.jpg
26.3511,74.556,ajmer_tile_26.351100_74.556000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.556000.jpg
26.3511,74.5572,ajmer_tile_26.351100_74.557200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.557200.jpg
26.3511,74.5584,ajmer_tile_26.351100_74.558400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.558400.jpg
26.3511,74.5596,ajmer_tile_26.351100_74.559600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.559600.jpg
26.3511,74.5608,ajmer_tile_26.351100_74.560800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.560800.jpg
26.3511,74.562,ajmer_tile_26.351100_74.562000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.562000.jpg
26.3511,74.5632,ajmer_tile_26.351100_74.563200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.563200.jpg
26.3511,74.5644,ajmer_tile_26.351100_74.564400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.564400.jpg
26.3511,74.5656,ajmer_tile_26.351100_74.565600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.565600.jpg
26.3511,74.5668,ajmer_tile_26.351100_74.566800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.566800.jpg
26.3511,74.568,ajmer_tile_26.351100_74.568000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.568000.jpg
26.3511,74.5692,ajmer_tile_26.351100_74.569200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.569200.jpg
26.3511,74.5704,ajmer_tile_26.351100_74.570400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.570400.jpg
26.3511,74.5716,ajmer_tile_26.351100_74.571600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.571600.jpg
26.3511,74.5728,ajmer_tile_26.351100_74.572800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.572800.jpg
26.3511,74.574,ajmer_tile_26.351100_74.574000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.574000.jpg
26.3511,74.5752,ajmer_tile_26.351100_74.575200.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.575200.jpg
26.3511,74.5764,ajmer_tile_26.351100_74.576400.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.576400.jpg
26.3511,74.5776,ajmer_tile_26.351100_74.577600.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.577600.jpg
26.3511,74.5788,ajmer_tile_26.351100_74.578800.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.578800.jpg
26.3511,74.58,ajmer_tile_26.351100_74.580000.jpg,D:/PathSculptor/AjmerSatellite\ajmer_tile_26.351100_74.580000.jpg
